,topic,words,primitives,category,primitives_corrected,primitives_corrected_1,primitives_corrected_2
148,148,"['brussele' 'guarnijsoen' 'vertrock' 'carracena' 'uut' 'wederomme'
 'trocken' 'trock' 'ijpre' 'duck' 'prijnce' 'ghonne' 'track' 'mochte'
 'wech' 'nieupoort' 'ghevanghen' 'datmen' 'knechten' 'volck' 'leeghere'
 'bijnnen' 'logieren' 'septembre' 'creghen' 'opden' 'commen' 'commende'
 'vertrecken' 'hertooghe' 'brugghe' 'vertrack' 'begheerden' 'spaensche'
 'metten' 'maecten' 'eenich' 'uuijt' 'ghecommen' 'franchoisen'
 'gheschiede' 'conde' 'eenijghe' 'leegere' 'eenighe' 'ghinck' 'noene'
 'ligghen' 'begheerde' 'brochte']",247,1,219,352,606
149,149,"['turcken' 'ruijterie' 'belgrado' 'keijsersche' 'buijt' 'belegh' 'bomben'
 'verovert' 'canon' 'vlucht' 'veroverde' 'verlies' 'turck' 'stucken'
 'mortieren' 'spaense' 'siende' 'trouppen' 'geretireert' 'leger' 'viandt'
 'bommen' 'bagagie' 'volck' 'hollanders' 'vijant' 'fransen' 'franschen'
 'victorie' 'slagh' 'christenen' 'republieq' 'amonitie' 'ingenomen'
 'tasten' 'garnisoen' 'stercke' 'sich' 'genootsaeckt' 'couragie'
 'gealierde' 'sterck' 'doort' 'sag' 'turckschen' 'guarnijsoen'
 'vuchterpoort' 'battaillons' 'troepen' 'aengetast']",245,8,190,208,219
150,150,"['pene' 'gestraft' 'overtreders' 'iegelyk' 'exigentie' 'zullen'
 'verbeuren' 'diergelyke' 'gestatueert' 'penen' 'ingevalle' 'gecorrigeert'
 'stoorders' 'eysch' 'pattacons' 'boete' 'correctie' 'verbieden'
 'ordonnerende' 'verbiedende' 'ordonnantien' 'eeniger' 'ordonneren' 'gene'
 'zaeke' 'confiscatie' 'pæne' 'zal' 'arbitraire' 'publieke' 'poene'
 'boeten' 'geemaneert' 'mogen' 'bevinden' 'geordonneert' 'moeten'
 'conditie' 'gezeyde' 'ofte' 'directelyk' 'dusdanige' 'amende'
 'ignorantie' 'aengehouden' 'eenig' 'minsten' 'niemant' 'myne' 'niemand']",244,7,169,202,178
151,151,"['orange' 'stadhouder' 'nassau' 'erfstadhouder' 'friso' 'provintie'
 'generaal' 'admiraal' 'vereenigde' 'hoogheid' 'bondgenooten' 'staaten'
 'unie' 'stadhouderschap' 'doorl' 'oranje' 'provintien' 'holland'
 'ernstige' 'republicq' 'doorlugtige' 'doorlugtigste' 'vaderland'
 'provincien' 'oogmerken' 'mog' 'doorluchtige' 'gezag' 'friesland'
 'zeeland' 'gedeputeerden' 'generaals' 'provincie' 'regeering' 'verklaren'
 'generaliteyt' 'hoogh' 'regeeringe' 'algemeene' 'hoogheit' 'frederik'
 'tegenwoordige' 'ingezeetenen' 'vertrouwen' 'aanstellen' 'constitutie'
 'regeringe' 'goedgevonden' 'verzoeken' 'verstaan']",243,13,150,181,137
152,152,"['afgesongen' 'alderheijligste' 'godtvrugtige' 'pligtige' 'roosencrans'
 'misse' 'plichtige' 'musik' 'eerweerdigsten' 'solemnele' 'solemneel'
 'gesongen' 'lijkdienst' 'almogenden' 'choor' 'segen' 'vaderlanders'
 'cathedraele' 'goddelijcke' 'voorspraek' 'confraters' 'lesende' 'singen'
 'parochiale' 'lof' 'toeloop' 'gebeden' 'eerweerde' 'beelt' 'welvaeren'
 'octave' 'kercke' 'eerweerden' 'pligtigheijd' 'geexponeert' 'heijlige'
 'agtbaere' 'ommegang' 'heijligen' 'expositie' 'requiem' 'missen'
 'predikheeren' 'bijwesen' 'paters' 'autaer' 'kruijs' 'heijlig'
 'benedictie' 'smeeken']",243,14,236,336,203
153,153,"['paaren' 'saam' 'getrouwd' 'dogters' 'gedoopt' 'hervormde' 'gasthuis'
 'zoons' 'gebooren' 'maanden' 'kerk' 'jaar' 'jaaren' 'kerken' 'dogter'
 'geboren' 'ouderdom' 'meisjes' 'kinderen' 'zoonen' 'oudste' 'jonge'
 'gereformeerde' 'huwelijk' 'kind' 'stadhuis' 'gestorven' 'oud' 'genaamd'
 'gehuwd' 'saamen' 'godsdienst' 'naderhand' 'eerwaarden' 'gebruik'
 'verwekt' 'vrouw' 'jaren' 'jongste' 'zoon' 'dochters' 'kraam' 'paar'
 'plaats' 'naam' 'kerkvoogd' 'vrouwen' 'haar' 'wijger' 'bejaarde']",239,5,130,127,179
154,154,"['crommenie' 'dogter' 'maande' 'grietje' 'aaltje' 'wormerveer' 'kerk'
 'dogters' 'trijntje' 'begraaven' 'klaas' 'antje' 'gedoopt' 'overleede'
 'bevallen' 'uuren' 'jansz' 'getrouwd' 'overleeden' 'klok' 'jaar' 'zoon'
 'kindere' 'gebooren' 'jaaren' 'arend' 'do' 'naam' 'kind' 'vrouw' 'waar'
 'bakker' 'zondags' 'douwe' 'haar' 'verzogt' 'maanden' 'koster' 'hendrik'
 'daar' 'desember' 'jacob' 'had' 'juffrou' 'uur' 'ouderdom' 'jonge'
 'huisvrouw' 'weeduwe' 'aldaar']",236,5,86,500,458
155,155,"['briell' 'helvoetsluis' 'middelharnas' 'swartewaal' 'geervliet' 'dhr'
 'goedereede' 'rockanje' 'heenvliet' 'oudenhoorn' 'oostvoorn' 'briel'
 'abbenbroek' 'uit' 'brielsche' 'regering' 'deeze' 'battallion' 'helvoet'
 'voorne' 'lands' 'egter' 'putten' 'pag' 'echter' 'plaatze' 'staat'
 'nieuwenhoorn' 'kluit' 'aanmerking' 'klein' 'admiraliteit' 'zulx'
 'magazijn' 'plaats' 'derzelver' 'plaatzen' 'wierd' 'hoogheit' 'strand'
 'aangestelt' 'huizen' 'maas' 'luiden' 'aan' 'deezen' 'eiland' 'kosten'
 'gelegt' 'buiten']",235,10,84,103,97
156,156,"['bevalling' 'kind' 'huisvrouw' 'meisje' 'genoemd' 'welstand' 'dogter'
 'echtgenote' 'aaltje' 'getrouwd' 'naam' 'beviel' 'huisgezin' 'jeltje'
 'zoon' 'fokke' 'hooghiemster' 'bevallen' 'aangegeven' 'genaamd' 'moeder'
 'zoontje' 'meid' 'bottema' 'huwelijk' 'antje' 'kleine' 'dieuwke'
 'dogtertje' 'akke' 'ijtje' 'eigen' 'dogters' 'nijdam' 'grietje' 'vriend'
 'zuster' 'gezondheid' 'oudste' 'boonstra' 'berigt' 'bezogte' 'had'
 'jongste' 'vrouws' 'jong' 'vrouw' 'jezus' 'daarna' 'dijkstra']",234,5,226,227,718
157,157,"['gheen' 'elck' 'ghestelt' 'wasser' 'datmen' 'menich' 'metten' 'sommighe'
 'eenich' 'platse' 'uut' 'quaet' 'commen' 'datter' 'twas' 'nochtans'
 'gheven' 'ghelt' 'eenighe' 'alst' 'hemlieden' 'conde' 'lanck' 'gheweest'
 'wech' 'langhe' 'ghevonden' 'diet' 'gheenen' 'ghemaect' 'midts' 'dander'
 'sprack' 'elcken' 'tsamen' 'zulcx' 'ghelijck' 'cost' 'dattet' 'vanden'
 'tsavonts' 'uuter' 'hooghe' 'dicwils' 'maent' 'noch' 'menichte' 'moghen'
 'ghemeente' 'mochte']",233,15,179,409,476
158,158,"['duijm' 'hoogte' 'dik' 'dijk' 'laag' 'voeten' 'duijmen' 'breedte'
 'gemaakt' 'dikte' 'gedeelte' 'digt' 'dagelijks' 'ijs' 'lengte' 'breed'
 'diep' 'wijl' 'zuijder' 'vaart' 'vloed' 'gevuld' 'plaatsen' 'gezonken'
 'tijd' 'dwars' 'maar' 'toen' 'waardoor' 'diepte' 'heen' 'duim' 'heefd'
 'thans' 'grond' 'water' 'werd' 'gehele' 'werk' 'vierkant' 'straat'
 'huijzen' 'gat' 'ringsloot' 'beemster' 'buiten' 'oog' 'dijken' 'daar'
 'plaatzen']",231,3,163,158,191
159,159,"['vloot' 'engelse' 'tromp' 'branders' 'vlooten' 'oorlogschepen' 'spaanse'
 'adm' 'admirael' 'tessel' 'nederlandse' 'schepen' 'vlie' 'admiraal'
 'ruijter' 'kust' 'gevegt' 'oorlog' 'fregatten' 'maas' 'vloote' 'scheepen'
 'rotterd' 'engelsen' 'oorlogs' 'schip' 'texel' 'jagten' 'see' 'engels'
 'geladen' 'hollandse' 'rotterdam' 'hollanders' 'engelschen' 'commando'
 'vloten' 'spaense' 'zee' 'kusten' 'franse' 'engelsche' 'verovert' 'vlote'
 'strand' 'gevaren' 'gebracht' 'vice' 'vlagge' 'zeijlen']",231,1,186,261,204
160,160,"['schagen' 'jacob' 'corn' 'adriaan' 'dirk' 'foreest' 'hendrik' 'cornelis'
 'gerret' 'gerrit' 'hend' 'jansz' 'claas' 'nicolaas' 'willem' 'schoorl'
 'will' 'christiaan' 'besemer' 'brouwer' 'joan' 'abraham' 'johan'
 'jacobsz' 'couwenhoven' 'veen' 'daniel' 'jac' 'jan' 'thesoriers' 'samuel'
 'sonnemans' 'pereboom' 'rijnink' 'ary' 'pieter' 'hugo' 'roos' 'maarten'
 'leendert' 'jacobus' 'joh' 'simon' 'neck' 'anthonij' 'pietersz' 'junior'
 'meijde' 'gerard' 'lucas']",230,4,124,327,338
161,161,"['versaemeling' 'versaemelinge' 'verscheen' 'licht' 'sub' 'gasette'
 'uijtgegeven' 'provencien' 'gesien' 'kan' 'vranrijk' 'schrikkelijcke'
 'tijtel' 'klaer' 'provencie' 'fijgen' 'verneemt' 'genoegsaem' 'verhael'
 'aengemelt' 'vaderlandts' 'gaset' 'toegesonden' 'verklaering'
 'verschenen' 'verklaeringe' 'oorloog' 'gemakt' 'waeruijt' 'voorseker'
 'hieruijt' 'hoogmogende' 'vrijheijd' 'stukken' 'revolutie' 'bericht'
 'waerheijd' 'waerin' 'uijtvoer' 'leser' 'verscheijde' 'redens'
 'hiervooren' 'manifest' 'merkweerdige' 'besluijten' 'nopende' 'mogelijks'
 'diesaengaende' 'voorgevallen']",230,1,216,121,104
162,162,"['mater' 'hooghwde' 'apostolicus' 'eerw' 'convent' 'pater' 'iaar'
 'susters' 'vicarius' 'hr' 'nuntius' 'versoght' 'convents' 'huyssen'
 'romen' 'verkiesinge' 'pastoor' 'maant' 'sr' 'antwoort' 'arnhem' 'leesen'
 'hooghw' 'beest' 'klooster' 'verkiesing' 'deese' 'kerkelyke'
 'parochiekerk' 'ondertuschen' 'professie' 'saek' 'langh' 'religieusen'
 'sigh' 'paeschen' 'heylige' 'verkoren' 'geestelijke' 'bedient'
 'geestelyke' 'darde' 'geset' 'weeder' 'gehoorsaemheyt' 'theodorus'
 'eerwaarde' 'gebraght' 'geleesen' 'cleef']",230,14,170,76,70
163,163,"['drossard' 'voorszeide' 'coolwijk' 'zulkx' 'onderteekend' 'zaek' 'pastor'
 'megen' 'dierhalven' 'schriftelijke' 'antwoord' 'had' 'gedrag' 'inhoud'
 'gedaene' 'zeggende' 'verzoek' 'omtrend' 'municipaliteit' 'opgesteld'
 'genoodzaekt' 'verzoekende' 'verzogt' 'geteekend' 'zig' 'gemert'
 'hetwelk' 'denzelven' 'niets' 'gevraagd' 'declaratie' 'waerop' 'zoals'
 'geordonneerd' 'emigranten' 'oogmerken' 'adres' 'verklaerd' 'gezegd'
 'schriftelijk' 'administratie' 'verzoeken' 'niemand' 'paerd' 'iemand'
 'geantwoord' 'ondergeteekende' 'commandant' 'gesteld' 'inhoudende']",229,4,218,83,99
164,164,"['jo' 'franchois' 'joos' 'jacques' 'dheer' 'jaecques' 'anthone' 'ruddere'
 'louijs' 'ontfangher' 'sersanders' 'heere' 'bap' 'vander' 'joncheer'
 'medecijne' 'mher' 'ontfanghers' 'overwaele' 'riddere' 'guilliame'
 'justus' 'cardon' 'odemaer' 'guillame' 'charles' 'gillis' 'mre' 'beke'
 'denijs' 'auweghem' 'gheeraert' 'triest' 'jooris' 'ghedeele' 'adriaen'
 'emanuel' 'olivier' 'weesaert' 'jan' 'wercke' 'broucke' 'docteur'
 'ignatius' 'pauwels' 'nicolais' 'pensionnaris' 'gheswooren'
 'burghmeester' 'keure']",226,4,144,308,274
165,165,"['joos' 'guill' 'jacques' 'burghmeester' 'jul' 'baptiste' 'franchois'
 'adriaen' 'ontfangher' 'dheer' 'guillaume' 'jan' 'jo' 'louijs' 'jaecques'
 'charles' 'cardon' 'michiel' 'anthone' 'goethals' 'pieter' 'kerckhove'
 'andries' 'franc' 'jacq' 'obijt' 'petrus' 'greffiers' 'vander' 'rentier'
 'ignatius' 'dominicus' 'gillis' 'pauwels' 'clercq' 'bap' 'med' 'broucke'
 'christiaen' 'guillame' 'filius' 'cornelis' 'antone' 'mre' 'judocus'
 'justus' 'wouters' 'livinus' 'francois' 'moor']",225,4,142,176,210
166,166,"['doele' 'raap' 'zagh' 'heeden' 'zigh' 'zo' 'dogh' 'ze' 'gezegt' 'linten'
 'haast' 'doelen' 'namiddag' 'oranje' 'regeering' 'cocarden' 'its'
 'graauw' 'burgers' 'zogenaamde' 'ik' 'verschyde' 'maakten' 'openbaar'
 'deftige' 'gantsche' 'zaal' 'maar' 'hoogheijt' 'pagters' 'zodanig'
 'zeggen' 'waar' 'maandag' 'tekenen' 'plundering' 'beurs' 'burgerij'
 'gemeen' 'alschoon' 'zeggende' 'zag' 'gaan' 'maakte' 'vreugden' 'hield'
 'terstond' 'gesprekken' 'hoorden' 'denken']",220,13,176,85,90
167,167,"['gemonstert' 'wtrecht' 'nue' 'vendel' 'vendels' 'haghe' 'ingecomen' 'wt'
 'gecasseert' 'ernst' 'augusty' 'stadthuys' 'opgetrocken' 'soldaten'
 'ruyters' 'comende' 'graeff' 'orangen' 'incomen' 'gecomen' 'may' 'comen'
 'gebrocht' 'vrydach' 'helsdingen' 'avonts' 'waken' 'daechs' 'montfoort'
 'moersbergen' 'wagens' 'afgelesen' 'gebracht' 'schuttery' 'daerna'
 'starck' 'yseren' 'knechten' 'borgerye' 'reyse' 'daernae' 'vendelen'
 'dach' 'cruyt' 'soe' 'middach' 'wijck' 'daerby' 'alcmaer' 'gegeeselt']",220,1,195,170,279
168,168,"['bezettinge' 'detachementen' 'troupen' 'ruyterye' 'kozakken' 'aengekomen'
 'garnizoen' 'voetvolk' 'detachement' 'regiment' 'hussaren' 'vertrokken'
 'bataillons' 'hollandsche' 'dragonders' 'bataillon' 'regimenten'
 'troepen' 'commandant' 'krygs' 'zyn' 'verblyf' 'oostenrykers' 'terwyl'
 'jaegers' 'vyand' 'anderdags' 'kolonel' 'morgend' 'revue' 'marsch'
 'verdeylinge' 'vertrekken' 'zyne' 'gekwetste' 'bestemd' 'linie'
 'gemarcheert' 'oostenryksche' 'gekomen' 'aenkomen' 'vrywilligers'
 'komende' 'bezetting' 'commando' 'grenadiers' 'engelsche' 'citadel'
 'corps' 'kompagnie']",211,1,203,463,352
169,169,"['beijaert' 'ghegoten' 'clocken' 'hemonij' 'ghewichte' 'voorslach'
 'clocke' 'weeght' 'coperen' 'beelfroot' 'gheluijt' 'trommel' 'weecht'
 'adi' 'voorseit' 'weghen' 'ghelevert' 'hanghen' 'werck' 'gegoten'
 'noodich' 'voorseiden' 'noten' 'pondt' 'tsamen' 'pollitiebouck' 'gieten'
 'fatsoen' 'lb' 'visitacije' 'ghemaeckt' 'ghetal' 'ghelijcken' 'can'
 'clock' 'maecken' 'voorseide' 'ghelijck' 'accordt' 'hanghende' 'saude'
 'vande' 'ghepresen' 'nicolas' 'volghens' 'devooren' 'dienende'
 'behoorlicke' 'thooren' 'nicolais']",211,10,160,185,194
170,170,"['aardappelen' 'erwten' 'brood' 'centen' 'stuiver' 'mud' 'mudde' 'gort'
 'rogge' 'meel' 'guld' 'ld' 'zak' 'rog' 'vat' 'boter' 'aardappels' 'cents'
 'duurte' 'duur' 'schepel' 'roggen' 'boekweit' 'stuivers' 'ton' 'haver'
 'boonen' 'garst' 'betaalde' 'tarw' 'goedkoop' 'geld' 'rijzend' 'kost'
 'erten' 'verkogt' 'gerst' 'kogt' 'koopen' 'gld' 'schaarsheid' 'oogst'
 'rato' 'kaas' 'zaad' 'granen' 'eenden' 'gulden' 'markt' 'graan']",209,6,142,155,190
171,171,"['nationaele' 'vergaederinge' 'zittinge' 'gedecreteert' 'grondregels'
 'decreet' 'nationael' 'staenden' 'zekerheyd' 'daed' 'besluyt' 'zig'
 'vrankryk' 'aengezien' 'aenbieden' 'maetregels' 'nationale' 'zaek' 'ryks'
 'wyze' 'verklaert' 'vraegt' 'conventie' 'zal' 'gy' 'verdrag' 'verspreyd'
 'vryheyd' 'woord' 'vraegen' 'misdaeden' 'verzekeringe' 'uytgewerkt'
 'verzoekt' 'agenten' 'krygs' 'beweginge' 'verhaesten' 'parys' 'eyndelyk'
 'myne' 'zaeken' 'medeborgers' 'my' 'geven' 'aenveerd' 'eygendommen'
 'lidmaeten' 'gene' 'gelooven']",205,13,49,162,206
172,172,"['ondergetekenden' 'recommandatien' 'minderheid' 'wapenschouw' 'vermeenen'
 'meerderheid' 'cocardes' 'geensints' 'handelwijze' 'partijschap'
 'magistraat' 'teffens' 'daad' 'resolutien' 'quasi' 'kunnen' 'deeser'
 'tegendeel' 'draagen' 'verregaande' 'ingezeetenen' 'begrip' 'handvesten'
 'saake' 'slegts' 'magistraats' 'regeering' 'gebruik' 'geenzints'
 'resolutie' 'aanleiding' 'missives' 'dagvaardingen' 'waarheid'
 'politicque' 'saak' 'daaden' 'mitsdien' 'oogmerk' 'strijdig'
 'ondergetekende' 'sustenue' 'gegeeven' 'saaken' 'wettig' 'goedvinden'
 'maaken' 'dierhalven' 'reedenen' 'zoodanige']",204,2,165,109,132
173,173,"['besemer' 'couwenhoven' 'sonnemans' 'thesoriers' 'heindrik' 'timmers'
 'johan' 'berckel' 'meijde' 'boonheeren' 'hugo' 'adriaan' 'gerrit'
 'hoogendorp' 'cristoffel' 'hartman' 'blankert' 'cornelis' 'reus' 'driel'
 'goeree' 'ord' 'janse' 'extraord' 'willem' 'jacob' 'bois' 'daniel'
 'joost' 'aa' 'piet' 'veen' 'schie' 'krijger' 'biscop' 'sijmon' 'corn'
 'harman' 'hendrik' 'abraham' 'will' 'egbert' 'dirk' 'schepens' 'leendert'
 'andries' 'busch' 'heul' 'weesmeesteren' 'lint']",202,4,112,283,294
174,174,"['alve' 'ducq' 'conincx' 'mansvelt' 'dalve' 'costelyck' 'vuyt' 'knechten'
 'gecomen' 'duc' 'vendelen' 'comen' 'volck' 'alsoe' 'henegou'
 'voetknechten' 'tydinghe' 'soe' 'comende' 'vyff' 'frederico' 'wt'
 'hoochduytsche' 'welck' 'egmont' 'spaengnaerts' 'heefft' 'ingecomen'
 'nae' 'hertoghe' 'tydt' 'borghers' 'dach' 'ghenen' 'ingehaelt' 'graeff'
 'spaengnien' 'vyant' 'gebrocht' 'lueven' 'syde' 'lodron' 'dalbe' 'synde'
 'lodewyck' 'spaengaerden' 'ducdalf' 'conte' 'wesende' 'mit']",200,1,179,364,356
175,175,"['zoodaenig' 'dusdaenig' 'kout' 'bijnae' 'veroorsakt' 'koude' 'waerdoor'
 'ontmoet' 'windt' 'ongelucken' 'beschaedigt' 'zoodat' 'bevrosen'
 'nauwelijcks' 'nauwelijks' 'overgroote' 'zoodaenige' 'voorbeelt' 'daegen'
 'genoegsaem' 'daeken' 'daegelijcks' 'fellen' 'saeg' 'kouden' 'martdag'
 'goon' 'sneeuw' 'hevigen' 'gewenscht' 'overgroot' 'winter' 'veroorsaeken'
 'geduerende' 'menige' 'schrikkelijcke' 'oijt' 'terwijl' 'continueerde'
 'gepasseerden' 'hevig' 'weijnig' 'mogelijks' 'veranderde' 'aengenaem'
 'besonder' 'vergeleken' 'sedert' 'haegel' 'droogte']",200,3,193,95,137
176,176,"['stv' 'zak' 'meel' 'booter' 'koeje' 'taruw' 'kogt' 'kouwt' 'guld' 'kaas'
 'gld' 'markt' 'gort' 'tuijs' 'kop' 'garst' 'brood' 'tarw' 'zaat' 'duur'
 'heb' 'rog' 'spek' 'gulden' 'verkogt' 'medenblik' 'koopen' 'haver'
 'schepel' 'lb' 'boter' 'rogge' 'smeer' 'erten' 'gewogen' 'goedkoop'
 'hooij' 'ld' 'kon' 'broot' 'aardappelen' 'duurder' 'cents' 'koop' 'prijs'
 'kool' 'gekogt' 'erwten' 'stuijv' 'rato']",199,6,58,126,177
177,177,"['vriezen' 'ijs' 'dooi' 'sterk' 'gevroren' 'vroor' 'echter'
 'schaatsrijden' 'thans' 'spoedig' 'tamelijk' 'dagelijks' 'schaatsen'
 'koud' 'toen' 'scheepvaart' 'schaatzen' 'aanhoudene' 'begon' 'hard'
 'weinig' 'sneeuwjacht' 'waardoor' 'zwak' 'sterke' 'daardoor' 'digt'
 'sneeuw' 'voorraad' 'oostenwind' 'steeds' 'ongeveer' 'zacht' 'paard'
 'sneeuwjagt' 'gebruikt' 'vriezend' 'bijkans' 'hedennacht' 'wijl'
 'bijzonder' 'dooijend' 'vooral' 'aanvang' 'veroorzaakte' 'daarna' 'week'
 'reeds' 'duurde' 'sleed']",199,3,168,306,295
178,178,"['buskruijd' 'korrelhuijs' 'stoof' 'septbr' 'glaezen' 'gesprongen' 'septb'
 'dak' 'lugt' 'heefd' 'vuur' 'springen' 'huijzen' 'gedeelte' 'beschadigt'
 'brand' 'verscheijdene' 'voorgemelde' 'droevig' 'wijnig' 'vierkant'
 'verbrand' 'kruijt' 'veroorzaekt' 'plaetzen' 'gevaer' 'nogthans'
 'gebouwen' 'genoegzaem' 'ijzere' 'geraekt' 'veroorzaakt' 'alleenig'
 'daeken' 'merkelijk' 'tuijn' 'baas' 'gantsche' 'gebouw' 'staande'
 'treeden' 'eijndelijk' 'nabij' 'agteren' 'pannen' 'muuren' 'ongeluk'
 'bakken' 'muur' 'gebluscht']",199,9,151,139,170
179,179,"['kerk' 'gebed' 'heilig' 'godsdienst' 'gepredikt' 'mis' 'misse' 'heilige'
 'aflaet' 'eerwaarden' 'gebeden' 'jubile' 'sermoon' 'predikstoel' 'romen'
 'gezongen' 'zondags' 'tilburg' 'zondagen' 'solemnele' 'geloovige'
 'bidden' 'alderheyligste' 'gods' 'zingen' 'communie' 'kerke' 'kerken'
 'plegtige' 'lof' 'solemneel' 'geloof' 'zegd' 'verdienen' 'jubilee'
 'gelezen' 'verplicht' 'pastoor' 'gevierd' 'afgelezen' 'parochiekerk'
 'dagen' 'eerwaarde' 'heylige' 'kapel' 'autaers' 'devotie' 'bedanken'
 'parochianen' 'bededag']",199,14,154,140,155
180,180,"['geparapheert' 'vt' 'onderteekent' 'cachet' 'cr' 'geteekent' 'leeger'
 'actum' 'argenteau' 'zegel' 'ordonnantie' 'rooden' 'ondert' 'gedrukt'
 'segel' 'onderteeckent' 'get' 'gedruckt' 'onderstond' 'getekent'
 'geteeckent' 'hertogdom' 'origineel' 'papier' 'copye' 'extract'
 'majesteyt' 'lager' 'geschreven' 'vertaelinge' 'souverynen' 'gravenhage'
 'bijlage' 'geteekend' 'secret' 'majesteyts' 'naem' 'stond' 'stilo'
 'souvereynen' 'getekend' 'afschrift' 'ond' 'minister' 'brussel'
 'dellafaille' 'accordeert' 'copije' 'myne' 'behandigt']",197,13,117,43,50
181,181,"['middagmael' 'bezettinge' 'zyne' 'hotel' 'verblyf' 'reyze' 'anderdags'
 'autoriteyten' 'voornaeme' 'prefecture' 'paleys' 'voornaemste' 'gevolg'
 'zyn' 'generaels' 'zynen' 'musicq' 'aengekomen' 'bereyd' 'ruyterye'
 'prefect' 'intrek' 'intendent' 'genood' 'kauter' 'verscheyde' 'logement'
 'eere' 'revue' 'marechal' 'hussaren' 'vrydag' 'gemoet' 'keyzerinne'
 'commandant' 'gezeten' 'plechtigheyd' 'magten' 'begeven' 'insgelyks'
 'peird' 'geconstitueerde' 'consul' 'stad' 'zig' 'uyt' 'stadhuys' 'hoofd'
 'minister' 'krygs']",197,4,184,157,188
182,182,"['longziekte' 'ziekte' 'aangetast' 'stuks' 'afgemaakt' 'daarvan' 'bestuur'
 'thans' 'aanwezig' 'gezondheid' 'oorzaak' 'gedood' 'maar' 'boerenstand'
 'tothiertoe' 'kalven' 'zaak' 'bekend' 'echter' 'eigenaar' 'eigen'
 'genoegzaam' 'verklaard' 'kwaad' 'akkrum' 'naderhand' 'daarom' 'waarvan'
 'rundvee' 'gebruik' 'ziek' 'zieke' 'reeds' 'tijd' 'runderen' 'vroeger'
 'heerscht' 'toen' 'huisgezinnen' 'week' 'gezonde' 'nimmer' 'dikwijls'
 'steeds' 'overigens' 'ongesteldheid' 'beslag' 'vleer' 'vooral' 'bevrijd']",196,9,119,143,165
183,183,"['malen' 'buitenlanden' 'muizen' 'molens' 'daardoor' 'dagelijks' 'bevrijd'
 'dijken' 'waardoor' 'velen' 'bijzonder' 'water' 'mogelijk' 'laag' 'vaak'
 'echter' 'aanmerkelijk' 'thans' 'enz' 'bijna' 'weinig' 'oorzaak'
 'behoefte' 'plaatzen' 'maar' 'genoegzaam' 'reeds' 'genoodzaakt' 'rijzend'
 'vooral' 'onbruikbaar' 'huizen' 'beschadigd' 'ongeveer' 'tothiertoe'
 'hoogte' 'hooi' 'leppedijk' 'verbazende' 'veroorzaakt' 'aangebragt'
 'gezakt' 'welhaast' 'verscheidene' 'eigen' 'spoedig' 'scheepvaart'
 'steeds' 'buiten' 'buitengewoon']",196,6,167,162,242
184,184,"['aenstonts' 'provosten' 'theologanten' 'caemer' 'gezeyt' 'theologant'
 'brenart' 'hearn' 'naght' 'mynheer' 'geantwoort' 'twelf' 'twintigh'
 'middaghs' 'vercoght' 'nogh' 'rugge' 'gerught' 'welken' 'vounck'
 'invaliden' 'antwoort' 'brusselsche' 'anderdaeghs' 'morgent' 'deure'
 'gink' 'leempoel' 'vraegde' 'huys' 'gevraeght' 'zelf' 'middagh'
 'diestersche' 'gegaen' 'snaghs' 'noghtans' 'taefel' 'gebraght' 'verkoght'
 'rentmeester' 'wird' 'substituet' 'wynigh' 'gewese' 'zeght' 'uyt'
 'kleeders' 'waght' 'heversche']",195,4,144,238,221
185,185,"['tilburg' 'kerk' 'had' 'kapel' 'geplaatst' 'uit' 'eerwaarden' 'kort'
 'deze' 'gelegenheid' 'bestond' 'wierd' 'genaamd' 'zondags' 'naar' 'maas'
 'jaar' 'frankryk' 'omtrend' 'mei' 'dagelyks' 'godsdienst' 'kwamen'
 'naderhand' 'reeds' 'plaats' 'vereerd' 'toen' 'bestaande' 'gesteld'
 'inwoners' 'heilig' 'stad' 'zich' 'voormalige' 'kerken' 'werd'
 'predikstoel' 'zag' 'bediend' 'pastoor' 'einde' 'huizen' 'duizend'
 'aldaar' 'heilige' 'daarna' 'keizer' 'bevestigd' 'gelegd']",192,14,167,240,238
186,186,"['pius' 'heyligheyd' 'paus' 'roomen' 'clemens' 'vii' 'bisschoppen' 'stoel'
 'jubile' 'breve' 'leo' 'innocentius' 'pausen' 'cardinael' 'buonaparte'
 'bulle' 'cardinaelen' 'vrankryk' 'romen' 'napoleon' 'bonaparte' 'vi'
 'gregorius' 'romijn' 'pontificat' 'keyzer' 'bonifacius' 'iv' 'urbanus'
 'koningryk' 'eminentie' 'christene' 'vranckryk' 'republiek' 'uytgegeven'
 'legaet' 'ludovicus' 'concilie' 'consul' 'geloovige' 'bisschop' 'jesus'
 'parys' 'xiv' 'fransch' 'opperhoofd' 'draegt' 'regeerde' 'wirdt' 'bisdom']",192,14,92,71,75
